catch_raw_id,trap_visit_id,release_id,trap_visit_time_end,stream,site,trap_name,species_common_name,capture_run,capture_run_method,adipose_clipped,dead,life_stage,fork_length,weight,num_fish_caught,plus_count,plus_count_methodology,is_random,mark_type,mark_color,mark_position
786,61,NA,2024-01-11T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,36,NA,1,NA,NA,NA,NA,NA,NA
795,61,NA,2024-01-11T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,94,NA,1,NA,NA,NA,NA,NA,NA
805,62,NA,2024-02-09T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,80,NA,1,NA,NA,NA,NA,NA,NA
815,64,NA,2024-02-10T11:17:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,95,NA,1,NA,NA,NA,NA,NA,NA
825,64,NA,2024-02-10T11:17:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,95,NA,1,NA,NA,NA,NA,NA,NA
835,66,NA,2024-02-11T11:34:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA
845,66,NA,2024-02-11T11:34:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,65,NA,1,NA,NA,NA,NA,NA,NA
854,67,NA,2024-01-14T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA
864,67,NA,2024-01-14T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Pacific lamprey,NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA
873,68,NA,2024-02-12T12:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,109,NA,1,NA,NA,NA,NA,NA,NA
882,69,NA,2024-01-17T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,TRUE,fry,38,NA,1,NA,NA,NA,NA,NA,NA
893,69,NA,2024-01-17T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Speckled dace,NA,NA,NA,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA
903,70,NA,2024-02-13T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,121,NA,1,NA,NA,NA,NA,NA,NA
913,70,NA,2024-02-13T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,54,NA,1,NA,NA,NA,NA,NA,NA
923,74,NA,2024-02-14T11:18:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,111,NA,1,NA,NA,NA,NA,NA,NA
933,72,NA,2024-01-09T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,36,NA,1,NA,NA,NA,NA,NA,NA
942,73,NA,2024-02-16T00:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,45,NA,1,NA,NA,NA,NA,NA,NA
951,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,31,NA,1,NA,NA,NA,NA,NA,NA
961,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,44,NA,1,NA,NA,NA,NA,NA,NA
971,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,49,NA,1,NA,NA,NA,NA,NA,NA
980,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,98,NA,1,NA,NA,NA,NA,NA,NA
990,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,86,NA,1,NA,NA,NA,NA,NA,NA
1001,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,45,NA,1,NA,NA,NA,NA,NA,NA
1010,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,105,NA,1,NA,NA,NA,NA,NA,NA
1021,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,42,NA,1,NA,NA,NA,NA,NA,NA
1031,78,NA,2024-02-28T08:47:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,36,NA,1,NA,NA,NA,NA,NA,NA
1041,79,NA,2024-01-25T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,36,NA,1,NA,NA,NA,NA,NA,NA
1050,79,NA,2024-01-25T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,33,NA,1,NA,NA,NA,NA,NA,NA
1059,80,NA,2024-02-29T11:15:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,120,NA,1,NA,NA,NA,NA,NA,NA
1068,81,NA,2024-01-28T11:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,39,NA,1,NA,NA,NA,NA,NA,NA
1079,83,NA,2024-01-28T11:45:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,65,NA,1,NA,NA,NA,NA,NA,NA
1089,84,NA,2024-01-29T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,33,NA,1,NA,NA,NA,NA,NA,NA
1100,84,NA,2024-01-29T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Prickly sculpin,NA,NA,NA,NA,NA,72,NA,1,NA,NA,NA,NA,NA,NA
1112,86,NA,2024-01-30T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,68,NA,1,NA,NA,NA,NA,NA,NA
1122,87,NA,2024-03-08T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,94,NA,1,NA,NA,NA,NA,NA,NA
1133,87,NA,2024-03-08T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,TRUE,NA,110,NA,1,NA,NA,NA,NA,NA,NA
1143,89,NA,2024-03-09T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,49,NA,1,NA,NA,NA,NA,NA,NA
1152,89,NA,2024-03-09T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,47,NA,1,NA,NA,NA,NA,NA,NA
1162,90,NA,2024-02-07T13:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,36,NA,1,NA,NA,NA,NA,NA,NA
1170,92,NA,2024-03-10T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,32,NA,1,NA,NA,NA,NA,NA,NA
1180,93,NA,2024-02-09T11:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,44,NA,1,NA,NA,NA,NA,NA,NA
1190,95,NA,2024-02-10T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,97,NA,1,NA,NA,NA,NA,NA,NA
1200,98,NA,2024-03-13T12:23:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,38,NA,1,NA,NA,NA,NA,NA,NA
1210,97,NA,2024-02-11T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,36,NA,1,NA,NA,NA,NA,NA,NA
1220,96,NA,2024-03-14T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,NA,91,NA,1,NA,NA,NA,NA,NA,NA
1230,96,NA,2024-03-14T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,91,NA,1,NA,NA,NA,NA,NA,NA
1240,99,NA,2024-02-12T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,36,NA,1,NA,NA,NA,NA,NA,NA
1248,100,NA,2024-03-15T09:08:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,34,NA,1,NA,NA,NA,NA,NA,NA
1258,100,NA,2024-03-15T09:08:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,90,NA,1,NA,NA,NA,NA,NA,NA
1268,101,NA,2024-02-13T09:40:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,34,NA,1,NA,NA,NA,NA,NA,NA
436,38,NA,2024-01-17T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,101,NA,1,NA,NA,NA,NA,NA,NA
446,39,NA,2023-12-04T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,82,NA,1,NA,NA,NA,NA,NA,NA
456,40,NA,2024-01-18T11:42:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,117,NA,1,NA,NA,NA,NA,NA,NA
467,40,NA,2024-01-18T11:42:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Pacific lamprey,NA,NA,NA,NA,NA,125,NA,1,NA,NA,NA,NA,NA,NA
524,42,NA,2023-12-13T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Sacramento sucker,NA,NA,NA,NA,NA,60,NA,1,NA,NA,NA,NA,NA,NA
543,43,NA,2023-12-19T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,115,NA,1,NA,NA,NA,NA,NA,NA
554,44,NA,2023-12-21T10:55:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,105,NA,1,NA,NA,NA,NA,NA,NA
565,44,NA,2023-12-21T10:55:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,107,NA,1,NA,NA,NA,NA,NA,NA
573,44,NA,2023-12-21T10:55:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,77,NA,1,NA,NA,NA,NA,NA,NA
584,44,NA,2023-12-21T10:55:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown minnow,NA,NA,NA,NA,NA,36,NA,1,NA,NA,NA,NA,NA,NA
595,44,NA,2023-12-21T10:55:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown minnow,NA,NA,NA,NA,NA,26,NA,1,NA,NA,NA,NA,NA,NA
605,45,NA,2024-01-19T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,River lamprey,NA,NA,NA,NA,NA,110,NA,1,NA,NA,NA,NA,NA,NA
615,47,NA,2023-12-22T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Steelhead / rainbow trout,NA,NA,NA,NA,smolt,34,NA,1,NA,NA,NA,NA,NA,NA
626,47,NA,2023-12-22T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,70,NA,1,NA,NA,NA,NA,NA,NA
636,48,NA,2024-01-25T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,90,7.6,1,NA,NA,NA,NA,NA,NA
646,48,NA,2024-01-25T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown minnow,NA,NA,NA,NA,NA,32,NA,1,NA,NA,NA,NA,NA,NA
656,48,NA,2024-01-25T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,109,NA,1,NA,NA,NA,NA,NA,NA
666,49,NA,2023-12-29T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,38,NA,1,NA,NA,NA,NA,NA,NA
676,49,NA,2023-12-29T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,82,NA,1,NA,NA,NA,NA,NA,NA
685,50,NA,2024-01-26T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,56,NA,1,NA,NA,NA,NA,NA,NA
694,50,NA,2024-01-26T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,89,NA,1,NA,NA,NA,NA,NA,NA
704,52,NA,2024-01-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,41,NA,1,NA,NA,NA,NA,NA,NA
714,53,NA,2024-01-04T09:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,37,NA,1,NA,NA,NA,NA,NA,NA
724,53,NA,2024-01-04T09:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA
734,53,NA,2024-01-04T09:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,34,NA,1,NA,NA,NA,NA,NA,NA
744,54,NA,2024-01-28T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,American shad,NA,NA,NA,NA,NA,94,NA,1,NA,NA,NA,NA,NA,NA
754,54,NA,2024-01-28T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,52,NA,1,NA,NA,NA,NA,NA,NA
763,59,NA,2024-01-29T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,39,NA,1,NA,NA,NA,NA,NA,NA
773,57,NA,2024-01-30T12:15:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,36,NA,1,NA,NA,NA,NA,NA,NA
782,60,NA,2024-01-31T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,105,NA,1,NA,NA,NA,NA,NA,NA
792,61,NA,2024-01-11T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,70,NA,1,NA,NA,NA,NA,NA,NA
802,62,NA,2024-02-09T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,85,NA,1,NA,NA,NA,NA,NA,NA
812,64,NA,2024-02-10T11:17:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,90,NA,1,NA,NA,NA,NA,NA,NA
822,64,NA,2024-02-10T11:17:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA
832,66,NA,2024-02-11T11:34:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA
841,66,NA,2024-02-11T11:34:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,100,NA,1,NA,NA,NA,NA,NA,NA
851,67,NA,2024-01-14T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,TRUE,silvery parr,100,NA,1,NA,NA,NA,NA,NA,NA
861,67,NA,2024-01-14T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,105,NA,1,NA,NA,NA,NA,NA,NA
870,68,NA,2024-02-12T12:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,106,NA,1,NA,NA,NA,NA,NA,NA
880,68,NA,2024-02-12T12:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,39,NA,1,NA,NA,NA,NA,NA,NA
890,69,NA,2024-01-17T11:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,109,NA,1,NA,NA,NA,NA,NA,NA
900,70,NA,2024-02-13T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,47,NA,1,NA,NA,NA,NA,NA,NA
910,70,NA,2024-02-13T11:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,47,NA,1,NA,NA,NA,NA,NA,NA
920,74,NA,2024-02-14T11:18:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,64,NA,1,NA,NA,NA,NA,NA,NA
929,74,NA,2024-02-14T11:18:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Sacramento pikeminnow,NA,NA,NA,NA,NA,42,NA,1,NA,NA,NA,NA,NA,NA
938,72,NA,2024-01-09T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,75,NA,1,NA,NA,NA,NA,NA,NA
948,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,35,NA,1,NA,NA,NA,NA,NA,NA
958,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,33,NA,1,NA,NA,NA,NA,NA,NA
967,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,31,NA,1,NA,NA,NA,NA,NA,NA
977,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Prickly sculpin,NA,NA,NA,NA,NA,96,NA,1,NA,NA,NA,NA,NA,NA
987,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,70,NA,1,NA,NA,NA,NA,NA,NA
997,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,97,NA,1,NA,NA,NA,NA,NA,NA
1007,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,47,NA,1,NA,NA,NA,NA,NA,NA
1017,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,73,NA,1,NA,NA,NA,NA,NA,NA
1026,78,NA,2024-02-28T08:47:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,102,9.3,1,NA,NA,NA,NA,NA,NA
1035,78,NA,2024-02-28T08:47:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA
1045,79,NA,2024-01-25T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Steelhead / rainbow trout,NA,NA,NA,NA,NA,174,NA,1,NA,NA,NA,NA,NA,NA
1055,80,NA,2024-02-29T11:15:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,45,NA,1,NA,NA,NA,NA,NA,NA
1065,80,NA,2024-02-29T11:15:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,65,NA,1,NA,NA,NA,NA,NA,NA
1075,81,NA,2024-01-28T11:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,41,NA,1,NA,NA,NA,NA,NA,NA
1083,88,NA,2024-03-06T09:15:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,102,NA,1,NA,NA,NA,NA,NA,NA
1093,84,NA,2024-01-29T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,37,NA,1,NA,NA,NA,NA,NA,NA
1103,84,NA,2024-01-29T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Prickly sculpin,NA,NA,NA,NA,NA,78,NA,1,NA,NA,NA,NA,NA,NA
1113,86,NA,2024-01-30T00:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Riffle sculpin,NA,NA,NA,NA,NA,72,NA,1,NA,NA,NA,NA,NA,NA
1123,87,NA,2024-03-08T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,parr,87,NA,1,NA,NA,NA,NA,NA,NA
1132,87,NA,2024-03-08T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,90,NA,1,NA,NA,NA,NA,NA,NA
1142,91,NA,2024-01-31T08:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,37,NA,1,NA,NA,NA,NA,NA,NA
1153,89,NA,2024-03-09T09:30:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,49,NA,1,NA,NA,NA,NA,NA,NA
1164,90,NA,2024-02-07T13:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,37,NA,1,NA,NA,NA,NA,NA,NA
1174,92,NA,2024-03-10T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,42,NA,1,NA,NA,NA,NA,NA,NA
1182,93,NA,2024-02-09T11:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,105,NA,1,NA,NA,NA,NA,NA,NA
1192,98,NA,2024-03-13T12:23:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Black bullhead,NA,NA,NA,NA,parr,57,NA,1,NA,NA,NA,NA,NA,NA
1202,98,NA,2024-03-13T12:23:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,102,NA,1,NA,NA,NA,NA,NA,NA
1212,97,NA,2024-02-11T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,yolk sac fry,36,NA,1,NA,NA,NA,NA,NA,NA
1222,96,NA,2024-03-14T10:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,NA,98,NA,1,NA,NA,NA,NA,NA,NA
1232,99,NA,2024-02-12T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,TRUE,yolk sac fry,31,NA,1,NA,NA,NA,NA,NA,NA
1242,99,NA,2024-02-12T10:00:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,TRUE,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
1252,100,NA,2024-03-15T09:08:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,32,NA,1,NA,NA,NA,NA,NA,NA
1260,100,NA,2024-03-15T09:08:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,71,NA,1,NA,NA,NA,NA,NA,NA
1270,101,NA,2024-02-13T09:40:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Chinook salmon,NA,NA,NA,NA,fry,36,NA,1,NA,NA,NA,NA,NA,NA
1280,102,NA,2024-03-16T08:45:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,fry,34,NA,1,NA,NA,NA,NA,NA,NA
957,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA
968,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Hardhead,NA,NA,NA,NA,NA,42,NA,1,NA,NA,NA,NA,NA,NA
978,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,Sacramento pikeminnow,NA,NA,NA,NA,NA,112,NA,1,NA,NA,NA,NA,NA,NA
988,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,112,NA,1,NA,NA,NA,NA,NA,NA
998,76,NA,2024-01-24T09:30:00Z,Mill Creek,Mill Creek RST,Mill Creek RST,American shad,NA,NA,NA,NA,NA,94,NA,1,NA,NA,NA,NA,NA,NA
1008,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Hardhead,NA,NA,NA,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA
1018,75,NA,2024-02-27T09:00:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Unknown lamprey (Entosphenus or Lampetra),NA,NA,NA,NA,NA,79,NA,1,NA,NA,NA,NA,NA,NA
1028,78,NA,2024-02-28T08:47:00Z,Deer Creek,Deer Creek RST,Deer Creek RST,Chinook salmon,NA,NA,NA,NA,silvery parr,103,13.1,1,NA,NA,NA,NA,NA,NA
